/home/farah/PycharmProjects/Change-History-Data-to-Enhance-Class-Change-Proneness-Prediction-Models/venv/bin/python /home/farah/PycharmProjects/Change-History-Data-to-Enhance-Class-Change-Proneness-Prediction-Models/scripts/statistical scripts/normality.py 
(111917, 198)
junit4, BrainMethod, 0.500, 0.000, NotGaussian
junit4, TotalMethod, 0.500, 0.000, NotGaussian
junit4, TotalClassMethod, 0.500, 0.000, NotGaussian
junit4, DiversityTotal, 0.500, 0.000, NotGaussian
junit4, DiversityMethod, 0.500, 0.000, NotGaussian
junit4, DiversityClass, 0.500, 0.000, NotGaussian
junit4, TOTAL_CHANGES, 0.500, 0.000, NotGaussian
junit4, will_change, 0.500, 0.000, NotGaussian
junit4, release, 0.955, 0.000, NotGaussian
pdfbox, cbo, 0.879, 0.000, NotGaussian
pdfbox, wmc, 0.910, 0.000, NotGaussian
pdfbox, dit, 0.841, 0.000, NotGaussian
pdfbox, rfc, 0.798, 0.000, NotGaussian
pdfbox, lcom, 0.558, 0.000, NotGaussian
pdfbox, tcc, 0.500, 0.000, NotGaussian
pdfbox, lcc, 0.500, 0.000, NotGaussian
pdfbox, totalMethodsQty, 0.892, 0.000, NotGaussian
pdfbox, staticMethodsQty, 0.500, 0.000, NotGaussian
pdfbox, publicMethodsQty, 0.775, 0.000, NotGaussian
pdfbox, privateMethodsQty, 0.500, 0.000, NotGaussian
pdfbox, protectedMethodsQty, 0.500, 0.000, NotGaussian
pdfbox, defaultMethodsQty, 0.500, 0.000, NotGaussian
pdfbox, abstractMethodsQty, 0.838, 0.000, NotGaussian
pdfbox, finalMethodsQty, 0.500, 0.000, NotGaussian
pdfbox, synchronizedMethodsQty, 0.500, 0.000, NotGaussian
pdfbox, totalFieldsQty, 0.500, 0.000, NotGaussian
pdfbox, staticFieldsQty, 0.508, 0.000, NotGaussian
pdfbox, publicFieldsQty, 0.500, 0.000, NotGaussian
pdfbox, privateFieldsQty, 0.500, 0.000, NotGaussian
