Dataset;Algoritm;Approach;window;model;resample;F1-Score(micro);F1-Score(macro);F1-Score;Accuracy;Sensitivity;Specificity;ROC
commons-bcel;LogistRegression;Our;2;AF;NONE;0.8830744072;0.6500295162;0.9141314919;0.8830744072;0.8913043478;0.8827527613;0.8870285545
commons-bcel;LogistRegression;Our;2;StEv;NONE;0.8830744072;0.6500295162;0.9141314919;0.8830744072;0.8913043478;0.8827527613;0.8870285545
commons-bcel;MLP;Our;2;AF;ROS;0.9795584628;0.8658126073;0.980063551;0.9795584628;0.7826086957;0.9872557349;0.8849322153
commons-bcel;LogistRegression;Our;2;StEv;ROS;0.897792314;0.6672326161;0.9233848934;0.897792314;0.8695652174;0.898895497;0.8842303572
commons-bcel;DT;Our;2;EvSm;ADA;0.9762878168;0.8502522747;0.9772987971;0.9762878168;0.7826086957;0.9838572642;0.8832329799
commons-bcel;RandomForest;Our;2;StEv;ADA;0.9885527392;0.9137030765;0.9880270172;0.9885527392;0.7608695652;0.997451147;0.8791603561
commons-bcel;MLP;Our;2;StEv;ROS;0.9811937858;0.8714567082;0.9812908982;0.9811937858;0.7608695652;0.9898045879;0.8753370766
commons-bcel;DT;Our;2;Ev;ADA;0.976;0.847;0.977;0.976;0.761;0.985;0.873
commons-bcel;LogistRegression;Our;2;AF;ROS;0.8953393295;0.6607489598;0.9216355952;0.8953393295;0.847826087;0.8971962617;0.8725111743
commons-bcel;LogistRegression;Our;2;Ev;ADA;0.770;0.554;0.841;0.770;0.978;0.762;0.870
commons-bcel;MLP;Our;2;EvSm;ROS;0.9493049877;0.7552484119;0.9567892634;0.9493049877;0.7826086957;0.9558198811;0.8692142884
commons-bcel;RandomForest;Our;2;StEv;SMOTE;0.9877350777;0.9064646228;0.9870934688;0.9877350777;0.7391304348;0.997451147;0.8682907909
commons-bcel;RandomForest;Our;2;Ev;ROS;0.984;0.887;0.984;0.984;0.739;0.994;0.867
commons-bcel;MLP;Our;2;Ev;ROS;0.924;0.701;0.940;0.924;0.804;0.929;0.866
commons-bcel;DT;Our;2;AF;ADA;0.9836467702;0.8821227543;0.9832889763;0.9836467702;0.7391304348;0.9932030586;0.8661667467
commons-bcel;RandomForest;Our;2;EvSm;ROS;0.9836467702;0.8821227543;0.9832889763;0.9836467702;0.7391304348;0.9932030586;0.8661667467
commons-bcel;LogistRegression;Our;2;EvSm;ADA;0.8176614881;0.5846806554;0.8723458539;0.8176614881;0.9130434783;0.8139337298;0.863488604
commons-bcel;MLP;Our;2;Ev;SMOTE;0.935;0.719;0.947;0.935;0.783;0.941;0.862
commons-bcel;DT;Our;2;StEv;SMOTE;0.9689288635;0.8126350589;0.9708877831;0.9689288635;0.7391304348;0.9779099405;0.8585201877
commons-bcel;RandomForest;Our;2;AF;ADA;0.9869174162;0.8990549296;0.9861473681;0.9869174162;0.7173913043;0.997451147;0.8574212257
commons-bcel;MLP;Our;2;Ev;ADA;0.926;0.701;0.941;0.926;0.783;0.931;0.857
commons-bcel;LogistRegression;Our;2;EvSm;NONE;0.8029435814;0.5724179451;0.862757026;0.8029435814;0.9130434783;0.7986406117;0.855842045
commons-bcel;DT;Our;2;EvSm;SMOTE;0.9795584628;0.857329507;0.9794504867;0.9795584628;0.7173913043;0.9898045879;0.8535979461
commons-bcel;LogistRegression;Our;2;Ev;SMOTE;0.778;0.555;0.846;0.778;0.935;0.771;0.853
commons-bcel;DT;Our;2;StEv;NONE;0.9779231398;0.8491013531;0.9780371414;0.9779231398;0.7173913043;0.9881053526;0.8527483285
commons-bcel;DT;Our;2;AF;NONE;0.9771054783;0.8451114488;0.977339303;0.9771054783;0.7173913043;0.9872557349;0.8523235196
commons-bcel;DT;Our;2;Ev;SMOTE;0.975;0.837;0.976;0.975;0.717;0.986;0.851
commons-bcel;RandomForest;Our;2;AF;SMOTE;0.9869174162;0.8966187658;0.9859693989;0.9869174162;0.6956521739;0.9983007647;0.8469764693
commons-bcel;LogistRegression;Our;2;Ev;ROS;0.757;0.540;0.832;0.757;0.935;0.750;0.842
commons-bcel;DT;Our;2;StEv;ADA;0.9779231398;0.8459158676;0.9778065256;0.9779231398;0.6956521739;0.9889549703;0.8423035721
commons-bcel;MLP;Our;2;EvSm;ADA;0.9501226492;0.7466902989;0.9566191203;0.9501226492;0.7173913043;0.9592183517;0.838304828
commons-bcel;LogistRegression;Our;2;Ev;NONE;0.749;0.535;0.827;0.749;0.935;0.742;0.838
commons-bcel;RandomForest;Our;2;AF;ROS;0.9852820932;0.8836961116;0.9842155737;0.9852820932;0.6739130435;0.997451147;0.8356820952
commons-bcel;LogistRegression;Our;2;EvSm;SMOTE;0.8152085037;0.5755350386;0.8704977035;0.8152085037;0.847826087;0.8139337298;0.8308799084
commons-bcel;MLP;Our;2;EvSm;SMOTE;0.9558462796;0.7595885025;0.9604641097;0.9558462796;0.6956521739;0.9660152931;0.8308337335
commons-bcel;DT;Our;2;StEv;ROS;0.9754701554;0.8305843892;0.9754701554;0.9754701554;0.6739130435;0.9872557349;0.8305843892
commons-bcel;LogistRegression;Our;2;EvSm;ROS;0.8119378577;0.5728347892;0.8683818608;0.8119378577;0.847826087;0.8105352591;0.829180673
commons-bcel;RandomForest;Our;2;StEv;ROS;0.9844644317;0.8757333162;0.9832288509;0.9844644317;0.652173913;0.997451147;0.82481253
commons-bcel;MLP;Our;2;StEv;NONE;0.9828291087;0.8659306241;0.9817031163;0.9828291087;0.652173913;0.9957519116;0.8239629123
commons-bcel;MLP;Our;2;St;SMOTE;0.916;0.673;0.934;0.916;0.717;0.924;0.820
commons-bcel;DT;Our;2;Ev;ROS;0.974;0.819;0.974;0.974;0.652;0.986;0.819
commons-bcel;DT;Our;2;AF;ROS;0.9721995094;0.811921045;0.9724834394;0.9721995094;0.652173913;0.9847068819;0.8184403975
commons-bcel;MLP;Our;2;AF;NONE;0.9820114473;0.857850803;0.9807079234;0.9820114473;0.6304347826;0.9957519116;0.8130933471
commons-bcel;DT;Our;2;EvSm;ROS;0.9771054783;0.8312770989;0.9763359354;0.9771054783;0.6304347826;0.9906542056;0.8105444941
commons-bcel;DT;Our;2;EvSm;NONE;0.9746524939;0.8192665405;0.9742414199;0.9746524939;0.6304347826;0.9881053526;0.8092700676
commons-bcel;MLP;Our;2;StSm;SMOTE;0.9116925593;0.6622998098;0.9306758323;0.9116925593;0.6956521739;0.9201359388;0.8078940564
commons-bcel;MLP;Our;2;St;ROS;0.889;0.633;0.916;0.889;0.717;0.895;0.806
commons-bcel;MLP;Our;2;StSm;ADA;0.8953393295;0.6382727004;0.9202730472;0.8953393295;0.6956521739;0.9031435854;0.7993978796
commons-bcel;MLP;Our;2;St;ADA;0.874;0.615;0.907;0.874;0.717;0.880;0.799
commons-bcel;RandomForest;Our;2;AF;NONE;0.9844644317;0.8658596424;0.9825048743;0.9844644317;0.5869565217;1;0.7934782609
commons-bcel;RandomForest;Our;2;EvSm;NONE;0.9828291087;0.8555714888;0.9809446318;0.9828291087;0.5869565217;0.9983007647;0.7926286432
commons-bcel;MLP;Our;2;StSm;ROS;0.8969746525;0.6369928199;0.9210889094;0.8969746525;0.6739130435;0.9056924384;0.7898027409
commons-bcel;DT;Our;2;Ev;NONE;0.973;0.803;0.972;0.973;0.587;0.988;0.788
commons-bcel;RandomForest;Our;2;StEv;NONE;0.9836467702;0.8568988112;0.981444373;0.9836467702;0.5652173913;1;0.7826086957
commons-bcel;LogistRegression;Our;2;StSm;ADA;0.8037612428;0.5517683709;0.8625687397;0.8037612428;0.7173913043;0.8071367884;0.7622640464
commons-bcel;RandomForest;Our;2;Ev;NONE;0.980;0.823;0.977;0.980;0.522;0.997;0.760
commons-bcel;LogistRegression;Our;2;St;ADA;0.795;0.543;0.857;0.795;0.696;0.799;0.747
commons-bcel;DT;Our;2;St;SMOTE;0.915;0.644;0.931;0.915;0.565;0.929;0.747
commons-bcel;DT;Our;2;StSm;NONE;0.9542109567;0.7080647911;0.9559644467;0.9542109567;0.4782608696;0.9728122345;0.725536552
commons-bcel;LogistRegression;Our;2;StSm;SMOTE;0.8266557645;0.5528799062;0.8764331933;0.8266557645;0.5869565217;0.8360237893;0.7114901555
commons-bcel;LogistRegression;Our;2;St;SMOTE;0.827;0.553;0.876;0.827;0.587;0.836;0.711
commons-bcel;LogistRegression;Our;2;St;NONE;0.826;0.552;0.876;0.826;0.587;0.835;0.711
commons-bcel;LogistRegression;Our;2;StSm;NONE;0.8250204415;0.5516186286;0.8754065348;0.8250204415;0.5869565217;0.834324554;0.7106405378
commons-bcel;DT;Our;2;StSm;ADA;0.9043336059;0.6154801158;0.9236813397;0.9043336059;0.5;0.9201359388;0.7100679694
commons-bcel;DT;Our;2;St;ADA;0.923;0.639;0.935;0.923;0.478;0.941;0.709
commons-bcel;LogistRegression;Our;2;StSm;ROS;0.8348323794;0.5562855624;0.8814005779;0.8348323794;0.5652173913;0.8453695837;0.7052934875
commons-bcel;LogistRegression;Our;2;St;ROS;0.833;0.555;0.880;0.833;0.565;0.844;0.704
commons-bcel;DT;Our;2;St;NONE;0.959;0.699;0.958;0.959;0.391;0.981;0.686
commons-bcel;RandomForest;Our;2;St;SMOTE;0.957;0.691;0.956;0.957;0.391;0.979;0.685
commons-bcel;DT;Our;2;StSm;SMOTE;0.9239574816;0.6249517749;0.9346362568;0.9239574816;0.4130434783;0.9439252336;0.678484356
commons-bcel;RandomForest;Our;2;StSm;ADA;0.9623875715;0.7027789518;0.9596620217;0.9623875715;0.3695652174;0.9855564996;0.6775608585
commons-bcel;RandomForest;Our;2;StSm;SMOTE;0.9607522486;0.6971647889;0.9584421043;0.9607522486;0.3695652174;0.9838572642;0.6767112408
commons-bcel;RandomForest;Our;2;St;ADA;0.960;0.694;0.958;0.960;0.370;0.983;0.676
commons-bcel;RandomForest;Our;2;StSm;ROS;0.964840556;0.6964191908;0.9604057682;0.964840556;0.3260869565;0.9898045879;0.6579457722
commons-bcel;RandomForest;Our;2;St;ROS;0.966;0.691;0.960;0.966;0.304;0.992;0.648
commons-bcel;RandomForest;Our;2;St;NONE;0.971;0.706;0.964;0.971;0.283;0.998;0.640
commons-bcel;RandomForest;Our;2;StSm;NONE;0.9689288635;0.6951485097;0.9623146703;0.9689288635;0.2826086957;0.9957519116;0.6391803036
commons-bcel;DT;Our;2;St;ROS;0.959;0.661;0.955;0.959;0.283;0.986;0.634
commons-bcel;DT;Our;2;StSm;ROS;0.9566639411;0.6533613558;0.9532173208;0.9566639411;0.2826086957;0.9830076466;0.6328081711
commons-bcel;MLP;Our;2;EvSm;NONE;0.966475879;0.6439541869;0.9573322228;0.966475879;0.1956521739;0.9966015293;0.5961268516
commons-bcel;MLP;Our;2;Ev;NONE;0.964;0.551;0.949;0.964;0.065;0.999;0.532
commons-bcel;MLP;Our;2;StSm;NONE;0.963205233;0.5314295931;0.9473906227;0.963205233;0.04347826087;0.9991503823;0.5213143216
commons-bcel;MLP;Our;2;St;NONE;0.963;0.531;0.947;0.963;0.043;0.999;0.521
commons-io;RandomForest;Our;2;AF;ROS;0.9668125827;0.9157616313;0.9670929724;0.9668125827;0.8669165886;0.9789858383;0.9229512134
commons-io;RandomForest;Our;2;StEv;ROS;0.9666089789;0.9153129648;0.9669042078;0.9666089789;0.8669165886;0.9787574235;0.922837006
commons-io;RandomForest;Our;2;AF;ADA;0.9652855543;0.9119918337;0.9655992929;0.9652855543;0.8612933458;0.9779579717;0.9196256588
commons-io;RandomForest;Our;2;AF;SMOTE;0.9651837524;0.9116272328;0.9654779036;0.9651837524;0.8594189316;0.9780721791;0.9187455553
commons-io;RandomForest;Our;2;StEv;ADA;0.9645729411;0.9102932921;0.9649139204;0.9645729411;0.8594189316;0.9773869347;0.9184029331
commons-io;RandomForest;Our;2;StEv;SMOTE;0.9640639316;0.9088947721;0.9643887108;0.9640639316;0.8556701031;0.9772727273;0.9164714152
commons-io;RandomForest;Our;2;St;SMOTE;0.952;0.884;0.953;0.952;0.864;0.962;0.913
commons-io;RandomForest;Our;2;St;ADA;0.950;0.881;0.952;0.950;0.862;0.961;0.912
commons-io;RandomForest;Our;2;StSm;ADA;0.9505242798;0.8812334562;0.9522420051;0.9505242798;0.8594189316;0.9616263134;0.9105226225
commons-io;RandomForest;Our;2;StSm;ROS;0.9530693271;0.8858478415;0.954415897;0.9530693271;0.854732896;0.9650525354;0.9098927157
commons-io;RandomForest;Our;2;StSm;SMOTE;0.9513386949;0.8824857904;0.952895417;0.9513386949;0.8556701031;0.9629968022;0.9093334526
commons-io;DT;Our;2;AF;ADA;0.9488954495;0.877870128;0.9507727707;0.9488954495;0.8575445173;0.9600274098;0.9087859636
commons-io;RandomForest;Our;2;St;ROS;0.952;0.884;0.954;0.952;0.846;0.965;0.906
commons-io;RandomForest;Our;2;Ev;SMOTE;0.947;0.874;0.949;0.947;0.843;0.960;0.902
commons-io;DT;Our;2;St;ADA;0.931;0.845;0.935;0.931;0.860;0.940;0.900
commons-io;RandomForest;Our;2;StSm;NONE;0.9524585157;0.8819304316;0.9533596253;0.9524585157;0.8266166823;0.967793513;0.8972050977
commons-io;RandomForest;Our;2;St;NONE;0.952;0.882;0.953;0.952;0.827;0.968;0.897
commons-io;RandomForest;Our;2;EvSm;SMOTE;0.950320676;0.8777185647;0.9514717201;0.950320676;0.8275538894;0.9652809502;0.8964174198
commons-io;RandomForest;Our;2;EvSm;ADA;0.9447215718;0.8674524641;0.9466687533;0.9447215718;0.8341143393;0.9582000914;0.8961572153
commons-io;RandomForest;Our;2;Ev;ADA;0.938;0.855;0.941;0.938;0.839;0.950;0.894
commons-io;MLP;Our;2;StEv;ROS;0.9099053242;0.8129582194;0.9183635205;0.9099053242;0.8744142455;0.9142302421;0.8943222438
commons-io;DT;Our;2;StEv;SMOTE;0.9400386847;0.8587430487;0.9426241739;0.9400386847;0.8350515464;0.9528323435;0.893941945
commons-io;RandomForest;Our;2;AF;NONE;0.9640639316;0.9039131585;0.9634215597;0.9640639316;0.7956888472;0.9845820009;0.8901354241
commons-io;MLP;Our;2;AF;ROS;0.9280260613;0.8380382813;0.9325365113;0.9280260613;0.8406747891;0.9386706259;0.8896727075
commons-io;RandomForest;Our;2;StEv;NONE;0.9640639316;0.903497222;0.9633401197;0.9640639316;0.7910028116;0.9851530379;0.8880779248
commons-io;DT;Our;2;StEv;ADA;0.9367810241;0.8517156112;0.9396279714;0.9367810241;0.8256794752;0.9503197807;0.8879996279
commons-io;DT;Our;2;StEv;NONE;0.9476738267;0.8689707881;0.9484595132;0.9476738267;0.7947516401;0.9663088168;0.8805302285
commons-io;MLP;Our;2;StEv;SMOTE;0.9231395704;0.8278645215;0.9281067014;0.9231395704;0.824742268;0.9351301964;0.8799362322
commons-io;MLP;Our;2;StSm;SMOTE;0.8576809529;0.7472487074;0.8780223922;0.8576809529;0.9053420806;0.8518730014;0.878607541
commons-io;MLP;Our;2;St;ROS;0.866;0.755;0.884;0.866;0.895;0.862;0.879
commons-io;MLP;Our;2;AF;SMOTE;0.9332179579;0.8429603895;0.9361509955;0.9332179579;0.8059981256;0.9487208771;0.8773595013
commons-io;DT;Our;2;AF;NONE;0.9485900438;0.8697699322;0.949074805;0.9485900438;0.7853795689;0.9684787574;0.8769291632
commons-io;MLP;Our;2;StSm;ROS;0.8411890461;0.7301598303;0.8656468388;0.8411890461;0.9194001874;0.8316582915;0.8755292394
commons-io;MLP;Our;2;AF;ADA;0.9348467882;0.844986257;0.9373699479;0.9348467882;0.7985004686;0.9514618547;0.8749811617
commons-io;DT;Our;2;St;SMOTE;0.910;0.807;0.917;0.910;0.825;0.920;0.872
commons-io;MLP;Our;2;StSm;ADA;0.833655706;0.7221394394;0.8599264511;0.833655706;0.9212746017;0.822978529;0.8721265653
commons-io;MLP;Our;2;St;SMOTE;0.873;0.761;0.889;0.873;0.870;0.873;0.871
commons-io;DT;Our;2;StSm;NONE;0.9341341749;0.842651953;0.9365647439;0.9341341749;0.7900656045;0.9516902695;0.870877937
commons-io;DT;Our;2;AF;SMOTE;0.9294512878;0.8345232183;0.9326283159;0.9294512878;0.7919400187;0.9462083143;0.8690741665
commons-io;DT;Our;2;StSm;SMOTE;0.9098035223;0.8052741589;0.9169493396;0.9098035223;0.8153701968;0.921311101;0.8683406489
commons-io;DT;Our;2;St;NONE;0.931;0.837;0.934;0.931;0.783;0.950;0.866
commons-io;DT;Our;2;StSm;ADA;0.9214089382;0.8210032224;0.925939956;0.9214089382;0.793814433;0.9369575148;0.8653859739
commons-io;MLP;Our;2;StEv;ADA;0.9280260613;0.8306900585;0.9311756285;0.9280260613;0.7816307404;0.9458656921;0.8637482162
commons-io;DT;Our;2;AF;ROS;0.9474702229;0.863919316;0.947383383;0.9474702229;0.7544517338;0.9709913202;0.862721527
commons-io;DT;Our;2;StEv;ROS;0.9473684211;0.8630324695;0.9471605353;0.9473684211;0.7488284911;0.9715623572;0.8601954242
commons-io;MLP;Our;2;St;ADA;0.877;0.761;0.892;0.877;0.824;0.884;0.854
commons-io;RandomForest;Our;2;EvSm;ROS;0.9495062608;0.8590632247;0.9474374152;0.9495062608;0.6832239925;0.9819552307;0.8325896116
commons-io;MLP;Our;2;StEv;NONE;0.9443143642;0.8467305254;0.9424593002;0.9443143642;0.6738519213;0.9772727273;0.8255623243
commons-io;RandomForest;Our;2;Ev;ROS;0.946;0.849;0.944;0.946;0.661;0.981;0.821
commons-io;MLP;Our;2;AF;NONE;0.942685534;0.8412526471;0.9405798844;0.942685534;0.6597938144;0.9771585199;0.8184761672
commons-io;DT;Our;2;St;ROS;0.924;0.806;0.924;0.924;0.665;0.955;0.810
commons-io;DT;Our;2;StSm;ROS;0.922528759;0.8037523137;0.9232592606;0.922528759;0.6654170572;0.9538602101;0.8096386337
commons-io;DT;Our;2;EvSm;ADA;0.8708133971;0.7327761229;0.8831116189;0.8708133971;0.7000937207;0.8916171768;0.7958554488
commons-io;DT;Our;2;EvSm;SMOTE;0.8693881706;0.7256612861;0.8810925118;0.8693881706;0.6701030928;0.89367291;0.7818880014
commons-io;RandomForest;Our;2;EvSm;NONE;0.9437035529;0.828579371;0.9385408411;0.9437035529;0.5716963449;0.9890360895;0.7803662172
commons-io;RandomForest;Our;2;Ev;NONE;0.945;0.830;0.939;0.945;0.570;0.990;0.780
commons-io;MLP;Our;2;EvSm;ROS;0.8246971394;0.6830330788;0.8489010492;0.8246971394;0.7188378632;0.8375970763;0.7782174697
commons-io;DT;Our;2;EvSm;ROS;0.8960602667;0.7538836706;0.9003069023;0.8960602667;0.626054358;0.9289629968;0.7775086774
commons-io;DT;Our;2;Ev;ADA;0.855;0.708;0.870;0.855;0.670;0.878;0.774
commons-io;DT;Our;2;Ev;SMOTE;0.843;0.694;0.861;0.843;0.673;0.863;0.768
commons-io;MLP;Our;2;EvSm;ADA;0.8282602056;0.6795224728;0.8504197274;0.8282602056;0.6766635426;0.8467336683;0.7616986055
commons-io;DT;Our;2;EvSm;NONE;0.8990125216;0.7481133607;0.900719391;0.8990125216;0.5754451734;0.9384422111;0.7569436922
commons-io;LogistRegression;Our;2;StEv;NONE;0.7488547287;0.6191852174;0.7931260535;0.7488547287;0.7610121837;0.7473732298;0.7541927067
commons-io;LogistRegression;Our;2;StEv;ROS;0.7544538328;0.6228209395;0.7972350903;0.7544538328;0.7535145267;0.754568296;0.7540414114
commons-io;LogistRegression;Our;2;StEv;SMOTE;0.7555736537;0.6227950103;0.7979725993;0.7555736537;0.7469540769;0.7566240292;0.751789053
commons-io;DT;Our;2;Ev;NONE;0.896;0.741;0.898;0.896;0.566;0.936;0.751
commons-io;LogistRegression;Our;2;AF;NONE;0.7480403135;0.6175366861;0.7924133664;0.7480403135;0.7544517338;0.7472590224;0.7508553781
commons-io;MLP;Our;2;EvSm;SMOTE;0.8528962639;0.6962657374;0.8669961199;0.8528962639;0.6204311153;0.8812243033;0.7508277093
commons-io;LogistRegression;Our;2;AF;SMOTE;0.7534358139;0.6201326803;0.79627425;0.7534358139;0.7413308341;0.7549109182;0.7481208762
commons-io;LogistRegression;Our;2;AF;ROS;0.7534358139;0.6199914298;0.796259059;0.7534358139;0.740393627;0.7550251256;0.7477093763
commons-io;LogistRegression;Our;2;StEv;ADA;0.7480403135;0.6155887557;0.792213804;0.7480403135;0.7413308341;0.748857926;0.7450943801
commons-io;LogistRegression;Our;2;AF;ADA;0.7450880586;0.6118623028;0.7898593204;0.7450880586;0.73289597;0.746573778;0.739734874
commons-io;MLP;Our;2;Ev;ROS;0.788;0.640;0.821;0.788;0.673;0.802;0.738
commons-io;MLP;Our;2;Ev;ADA;0.785;0.636;0.818;0.785;0.672;0.798;0.735
commons-io;MLP;Our;2;St;NONE;0.923;0.769;0.917;0.923;0.491;0.975;0.733
commons-io;MLP;Our;2;Ev;SMOTE;0.791;0.640;0.823;0.791;0.658;0.808;0.733
commons-io;DT;Our;2;Ev;ROS;0.881;0.714;0.885;0.881;0.537;0.923;0.730
commons-io;MLP;Our;2;StSm;NONE;0.9237503818;0.759732953;0.9151210764;0.9237503818;0.4489222118;0.9816126085;0.7152674102
commons-io;LogistRegression;Our;2;St;SMOTE;0.667;0.554;0.730;0.667;0.749;0.657;0.703
commons-io;LogistRegression;Our;2;StSm;SMOTE;0.6674132139;0.5529802308;0.7300174958;0.6674132139;0.7432052484;0.6581772499;0.7006912491
commons-io;LogistRegression;Our;2;StSm;NONE;0.6691438461;0.5523796344;0.7313312038;0.6691438461;0.7291471415;0.6618318867;0.6954895141
commons-io;LogistRegression;Our;2;StSm;ROS;0.6704672707;0.5529729193;0.7323641162;0.6704672707;0.7263355201;0.6636592051;0.6949973626
commons-io;LogistRegression;Our;2;St;ROS;0.666;0.550;0.729;0.666;0.725;0.659;0.692
commons-io;LogistRegression;Our;2;St;NONE;0.665;0.548;0.728;0.665;0.721;0.658;0.689
commons-io;LogistRegression;Our;2;St;ADA;0.679;0.552;0.738;0.679;0.680;0.678;0.679
commons-io;LogistRegression;Our;2;EvSm;SMOTE;0.6649699684;0.5446115473;0.727866181;0.6649699684;0.694470478;0.6613750571;0.6779227675
commons-io;LogistRegression;Our;2;EvSm;ADA;0.6566222132;0.5400012631;0.7212989754;0.6566222132;0.7047797563;0.6507537688;0.6777667626
commons-io;LogistRegression;Our;2;StSm;ADA;0.6719942991;0.5483904228;0.7333272208;0.6719942991;0.6850984067;0.6703974418;0.6777479243
commons-io;LogistRegression;Our;2;EvSm;NONE;0.6543825715;0.5382666509;0.719512147;0.6543825715;0.7038425492;0.6483554134;0.6760989813
commons-io;LogistRegression;Our;2;EvSm;ROS;0.6637483457;0.5433406588;0.7268883798;0.6637483457;0.6916588566;0.6603471905;0.6760030236
commons-io;LogistRegression;Our;2;Ev;ADA;0.601;0.500;0.676;0.601;0.699;0.589;0.644
commons-io;LogistRegression;Our;2;Ev;NONE;0.592;0.495;0.668;0.592;0.711;0.577;0.644
commons-io;LogistRegression;Our;2;Ev;SMOTE;0.607;0.502;0.681;0.607;0.686;0.597;0.641
commons-io;LogistRegression;Our;2;Ev;ROS;0.606;0.502;0.680;0.606;0.685;0.596;0.641
commons-io;MLP;Our;2;EvSm;NONE;0.9021683803;0.6247516289;0.8773040089;0.9021683803;0.1949390815;0.9883508451;0.5916449633
commons-io;MLP;Our;2;Ev;NONE;0.896;0.534;0.855;0.896;0.067;0.997;0.532
junit4;MLP;Our;2;Ev;SMOTE;0.941;0.796;0.949;0.941;0.873;0.945;0.909
junit4;MLP;Our;2;EvSm;SMOTE;0.9457777778;0.8059247738;0.952221267;0.9457777778;0.8650793651;0.9505649718;0.9078221684
junit4;MLP;Our;2;Ev;ROS;0.930;0.774;0.941;0.930;0.881;0.933;0.907
junit4;RandomForest;Our;2;EvSm;ADA;0.9644444444;0.8535079952;0.9667107662;0.9644444444;0.8412698413;0.9717514124;0.9065106268
junit4;RandomForest;Our;2;Ev;ADA;0.961;0.843;0.964;0.961;0.841;0.968;0.905
junit4;MLP;Our;2;EvSm;ROS;0.9373333333;0.7855043538;0.9457549091;0.9373333333;0.8571428571;0.9420903955;0.8996166263
junit4;MLP;Our;2;EvSm;ADA;0.9431111111;0.7974734817;0.9499808106;0.9431111111;0.8492063492;0.9486817326;0.8989440409
junit4;MLP;Our;2;Ev;ADA;0.927;0.764;0.938;0.927;0.857;0.931;0.894
junit4;RandomForest;Our;2;EvSm;SMOTE;0.9617777778;0.8425210948;0.9642140736;0.9617777778;0.8174603175;0.9703389831;0.8938996503
junit4;RandomForest;Our;2;Ev;SMOTE;0.959;0.833;0.962;0.959;0.817;0.967;0.892
junit4;RandomForest;Our;2;AF;SMOTE;0.9746666667;0.8797467227;0.974619183;0.9746666667;0.7698412698;0.9868173258;0.8783292978
junit4;RandomForest;Our;2;StEv;ADA;0.9733333333;0.8729411765;0.9732329412;0.9733333333;0.753968254;0.986346516;0.870157385
junit4;DT;Our;2;EvSm;ADA;0.9573333333;0.8219373219;0.9598176638;0.9573333333;0.7619047619;0.9689265537;0.8654156578
junit4;RandomForest;Our;2;StEv;SMOTE;0.9697777778;0.8591761899;0.9699996466;0.9697777778;0.746031746;0.9830508475;0.8645412967
junit4;RandomForest;Our;2;AF;ADA;0.9755555556;0.8794352014;0.9750292619;0.9755555556;0.7380952381;0.9896421846;0.8638687113
junit4;DT;Our;2;Ev;ADA;0.961;0.830;0.962;0.961;0.746;0.974;0.860
junit4;DT;Our;2;Ev;SMOTE;0.952;0.804;0.955;0.952;0.746;0.964;0.855
junit4;LogistRegression;Our;2;AF;ADA;0.8457777778;0.6488288673;0.8823623528;0.8457777778;0.8650793651;0.8446327684;0.8548560667
junit4;DT;Our;2;AF;ADA;0.9577777778;0.8184958464;0.9596857494;0.9577777778;0.7301587302;0.9712806026;0.8507196664
junit4;MLP;Our;2;StEv;SMOTE;0.9413333333;0.7779605263;0.9470894737;0.9413333333;0.746031746;0.9529190207;0.8494753834
junit4;LogistRegression;Our;2;StEv;ROS;0.8484444444;0.6495735279;0.8839948207;0.8484444444;0.8492063492;0.8483992467;0.848802798
junit4;RandomForest;Our;2;Ev;ROS;0.972;0.864;0.972;0.972;0.706;0.988;0.847
junit4;LogistRegression;Our;2;EvSm;SMOTE;0.8311111111;0.6335812695;0.8724823733;0.8311111111;0.8650793651;0.8290960452;0.8470877051
junit4;LogistRegression;Our;2;Ev;ROS;0.824;0.627;0.867;0.824;0.873;0.821;0.847
junit4;LogistRegression;Our;2;StEv;SMOTE;0.8355555556;0.6370341175;0.8754030077;0.8355555556;0.8571428571;0.8342749529;0.845708905
junit4;MLP;Our;2;AF;ROS;0.948;0.791715952;0.9519291526;0.948;0.7301587302;0.9609227872;0.8455407587
junit4;MLP;Our;2;AF;SMOTE;0.9462222222;0.7872174134;0.9505550011;0.9462222222;0.7301587302;0.959039548;0.8445991391
junit4;LogistRegression;Our;2;EvSm;ROS;0.8324444444;0.6338780526;0.8733081376;0.8324444444;0.8571428571;0.8309792844;0.8440610708
junit4;LogistRegression;Our;2;StEv;ADA;0.8315555556;0.6329850762;0.8727094374;0.8315555556;0.8571428571;0.8300376648;0.843590261
junit4;LogistRegression;Our;2;AF;ROS;0.852;0.6512928344;0.886215457;0.852;0.8333333333;0.8531073446;0.843220339
junit4;LogistRegression;Our;2;AF;SMOTE;0.8448888889;0.6446477227;0.8815227079;0.8448888889;0.8412698413;0.8451035782;0.8431867097
junit4;MLP;Our;2;StEv;ROS;0.9497777778;0.795038191;0.9531812572;0.9497777778;0.7222222222;0.9632768362;0.8427495292
junit4;LogistRegression;Our;2;Ev;SMOTE;0.811;0.615;0.859;0.811;0.873;0.807;0.840
junit4;DT;Our;2;StEv;SMOTE;0.9515555556;0.7984763911;0.9544438417;0.9515555556;0.7142857143;0.9656308851;0.8399582997
