Dataset;Algoritm;Approach;window;model;resample;F1-Score(micro);F1-Score(macro);F1-Score;Accuracy;Sensitivity;Specificity;ROC
junit4;DT;Our;2;EvSm;SMOTE;0.9568888889;0.8121570737;0.9585743733;0.9568888889;0.7063492063;0.9717514124;0.8390503094
junit4;LogistRegression;Our;2;EvSm;NONE;0.828;0.6284084959;0.8702422286;0.828;0.8492063492;0.8267419962;0.8379741727
junit4;LogistRegression;Our;2;EvSm;ADA;0.8097777778;0.6132039247;0.8580633751;0.8097777778;0.8650793651;0.8064971751;0.8357882701
junit4;RandomForest;Our;2;EvSm;ROS;0.9706666667;0.8536016941;0.9698520993;0.9706666667;0.6825396825;0.9877589454;0.835149314
junit4;MLP;Our;2;StEv;ADA;0.9493333333;0.7912488932;0.9525628418;0.9493333333;0.7063492063;0.963747646;0.8350484262
junit4;LogistRegression;Our;2;Ev;NONE;0.820;0.620;0.865;0.820;0.849;0.818;0.834
junit4;LogistRegression;Our;2;StEv;NONE;0.84;0.6373203616;0.8780777442;0.84;0.8253968254;0.84086629;0.8331315577
junit4;LogistRegression;Our;2;AF;NONE;0.8391111111;0.6353054748;0.8774003983;0.8391111111;0.8174603175;0.8403954802;0.8289278988
junit4;DT;Our;2;StEv;ADA;0.9551111111;0.8030713077;0.9567261014;0.9551111111;0.6825396825;0.9712806026;0.8269101426
junit4;LogistRegression;Our;2;Ev;ADA;0.790;0.596;0.844;0.790;0.865;0.785;0.825
junit4;DT;Our;2;AF;SMOTE;0.9555555556;0.8029944838;0.9569424744;0.9555555556;0.6746031746;0.9722222222;0.8234126984
junit4;MLP;Our;2;Ev;NONE;0.966;0.831;0.965;0.966;0.643;0.985;0.814
junit4;RandomForest;Our;2;StEv;ROS;0.9728888889;0.8548631166;0.9710856366;0.9728888889;0.6349206349;0.9929378531;0.813929244
junit4;DT;Our;2;StEv;NONE;0.9622222222;0.8179422765;0.9618620626;0.9622222222;0.6428571429;0.9811676083;0.8120123756
junit4;DT;Our;2;EvSm;ROS;0.9537777778;0.7936828147;0.955070169;0.9537777778;0.6507936508;0.9717514124;0.8112725316
junit4;MLP;Our;2;AF;NONE;0.9533333333;0.7924242997;0.9547141781;0.9533333333;0.6507936508;0.9712806026;0.8110371267
junit4;MLP;Our;2;AF;ADA;0.9515555556;0.7860057816;0.9531449672;0.9515555556;0.6428571429;0.9698681733;0.8063626581
junit4;DT;Our;2;Ev;ROS;0.949;0.778;0.951;0.949;0.635;0.968;0.801
junit4;MLP;Our;2;StEv;NONE;0.9626666667;0.8136748834;0.9616299445;0.9626666667;0.6111111111;0.9835216573;0.7973163842
junit4;DT;Our;2;AF;NONE;0.9591111111;0.8021947779;0.9586413017;0.9591111111;0.6111111111;0.9797551789;0.795433145
junit4;RandomForest;Our;2;AF;ROS;0.9715555556;0.8430011208;0.9691562095;0.9715555556;0.5952380952;0.9938794727;0.794558784
junit4;DT;Our;2;AF;ROS;0.9604444444;0.804904235;0.9595928057;0.9604444444;0.6031746032;0.9816384181;0.7924065106
junit4;MLP;Our;2;EvSm;NONE;0.9662222222;0.8183942226;0.9638919286;0.9662222222;0.5714285714;0.9896421846;0.780535378
junit4;RandomForest;Our;2;EvSm;NONE;0.9688888889;0.8219461791;0.965581959;0.9688888889;0.5396825397;0.9943502825;0.7670164111
junit4;DT;Our;2;EvSm;NONE;0.9568888889;0.7768539526;0.9548400004;0.9568888889;0.5238095238;0.9825800377;0.7531947807
junit4;RandomForest;Our;2;Ev;NONE;0.968;0.810;0.964;0.968;0.508;0.995;0.751
junit4;DT;Our;2;StEv;ROS;0.9568888889;0.7730994152;0.9544383626;0.9568888889;0.5079365079;0.9835216573;0.7457290826
junit4;DT;Our;2;Ev;NONE;0.949;0.747;0.948;0.949;0.492;0.976;0.734
junit4;LogistRegression;Our;2;St;ROS;0.754;0.540;0.818;0.754;0.643;0.760;0.702
junit4;RandomForest;Our;2;StEv;NONE;0.964;0.7693070096;0.9575008145;0.964;0.4047619048;0.9971751412;0.700968523
junit4;RandomForest;Our;2;AF;NONE;0.964;0.7643701864;0.9569633142;0.964;0.3888888889;0.9981167608;0.6935028249
junit4;LogistRegression;Our;2;StSm;ROS;0.7328888889;0.5257477999;0.8040718724;0.7328888889;0.6428571429;0.7382297552;0.690543449
junit4;LogistRegression;Our;2;St;SMOTE;0.728;0.522;0.800;0.728;0.643;0.733;0.688
junit4;LogistRegression;Our;2;St;NONE;0.740;0.529;0.809;0.740;0.627;0.747;0.687
junit4;LogistRegression;Our;2;StSm;SMOTE;0.6977777778;0.5068493151;0.7793315068;0.6977777778;0.6746031746;0.6991525424;0.6868778585
junit4;LogistRegression;Our;2;StSm;NONE;0.7226666667;0.5180795677;0.796909734;0.7226666667;0.6349206349;0.7278719397;0.6813962873
junit4;LogistRegression;Our;2;St;ADA;0.697;0.505;0.779;0.697;0.659;0.699;0.679
junit4;LogistRegression;Our;2;StSm;ADA;0.6822222222;0.4971516984;0.7680461355;0.6822222222;0.6746031746;0.6826741996;0.6786386871
junit4;MLP;Our;2;St;ADA;0.864;0.589;0.887;0.864;0.413;0.890;0.651
junit4;MLP;Our;2;StSm;SMOTE;0.8728888889;0.5928616983;0.8926978863;0.8728888889;0.3888888889;0.9016007533;0.6452448211
junit4;MLP;Our;2;StSm;ROS;0.8582222222;0.5820374213;0.8837417582;0.8582222222;0.4047619048;0.8851224105;0.6449421577
junit4;MLP;Our;2;St;SMOTE;0.879;0.593;0.896;0.879;0.365;0.909;0.637
junit4;MLP;Our;2;StSm;ADA;0.8857777778;0.5944527163;0.8996794981;0.8857777778;0.3412698413;0.918079096;0.6296744687
junit4;DT;Our;2;St;SMOTE;0.863;0.572;0.885;0.863;0.341;0.894;0.618
junit4;RandomForest;Our;2;St;SMOTE;0.919;0.615;0.919;0.919;0.270;0.958;0.614
junit4;DT;Our;2;St;ADA;0.894;0.590;0.903;0.894;0.294;0.929;0.612
junit4;RandomForest;Our;2;St;ADA;0.921;0.609;0.919;0.921;0.246;0.961;0.604
junit4;DT;Our;2;StSm;ADA;0.8644444444;0.5647861411;0.8854702815;0.8644444444;0.3095238095;0.8973634652;0.6034436373
junit4;RandomForest;Our;2;StSm;SMOTE;0.8915555556;0.5798435089;0.9012060833;0.8915555556;0.2698412698;0.9284369115;0.5991390907
junit4;DT;Our;2;St;ROS;0.923;0.602;0.919;0.923;0.222;0.965;0.593
junit4;MLP;Our;2;St;ROS;0.879;0.567;0.893;0.879;0.270;0.915;0.593
junit4;DT;Our;2;StSm;ROS;0.9146666667;0.5903256153;0.9140186326;0.9146666667;0.2222222222;0.9557438795;0.5889830508
junit4;RandomForest;Our;2;StSm;ADA;0.896;0.5742234126;0.9029093132;0.896;0.2380952381;0.9350282486;0.5865617433
junit4;MLP;Our;2;StSm;NONE;0.9493333333;0.6214938377;0.9343034424;0.9493333333;0.1666666667;0.9957627119;0.5812146893
junit4;DT;Our;2;StSm;SMOTE;0.8568888889;0.5437668923;0.879398732;0.8568888889;0.253968254;0.8926553672;0.5733118106
junit4;RandomForest;Our;2;St;ROS;0.936;0.592;0.925;0.936;0.159;0.982;0.570
junit4;DT;Our;2;St;NONE;0.912;0.571;0.911;0.912;0.183;0.955;0.569
junit4;MLP;Our;2;St;NONE;0.945;0.598;0.930;0.945;0.143;0.992;0.568
junit4;RandomForest;Our;2;StSm;ROS;0.9408888889;0.5864490728;0.9264254302;0.9408888889;0.1349206349;0.988700565;0.5618105999
junit4;DT;Our;2;StSm;NONE;0.9102222222;0.5623343708;0.908834833;0.9102222222;0.1666666667;0.9543314501;0.5604990584
junit4;RandomForest;Our;2;StSm;NONE;0.94;0.5124797167;0.9178833835;0.94;0.03174603175;0.9938794727;0.5128127522
junit4;RandomForest;Our;2;St;NONE;0.939;0.505;0.916;0.939;0.024;0.993;0.508
pdfbox;MLP;Our;2;EvSm;ROS;0.8714763853;0.7612720125;0.886025534;0.8714763853;0.8318298969;0.8766501303;0.8542400136
pdfbox;RandomForest;Our;2;EvSm;ADA;0.9152844924;0.8146901587;0.9197018692;0.9152844924;0.7731958763;0.9338266207;0.8535112485
pdfbox;MLP;Our;2;Ev;ROS;0.871;0.761;0.886;0.871;0.829;0.877;0.853
pdfbox;RandomForest;Our;2;EvSm;SMOTE;0.9167720342;0.816267016;0.9207845535;0.9167720342;0.7673969072;0.9362650298;0.8518309685
pdfbox;RandomForest;Our;2;Ev;SMOTE;0.892;0.783;0.901;0.892;0.798;0.904;0.851
pdfbox;RandomForest;Our;2;Ev;ADA;0.879;0.768;0.892;0.879;0.812;0.888;0.850
pdfbox;MLP;Our;2;Ev;SMOTE;0.859;0.746;0.876;0.859;0.834;0.862;0.848
pdfbox;MLP;Our;2;EvSm;ADA;0.8723689104;0.7594839846;0.8862175659;0.8723689104;0.8112113402;0.8803497856;0.8457805629
pdfbox;MLP;Our;2;EvSm;SMOTE;0.8670137598;0.7536298704;0.8821796785;0.8670137598;0.8170103093;0.8735390566;0.8452746829
pdfbox;RandomForest;Our;2;StEv;SMOTE;0.9326143548;0.8370189994;0.9330228423;0.9326143548;0.7222938144;0.9600605398;0.8411771771
pdfbox;MLP;Our;2;Ev;ADA;0.797;0.688;0.830;0.797;0.892;0.784;0.838
pdfbox;RandomForest;Our;2;StEv;ADA;0.9329118631;0.8362928542;0.9330241129;0.9329118631;0.7132731959;0.9615740351;0.8374236155
pdfbox;RandomForest;Our;2;AF;SMOTE;0.9314986984;0.8328910755;0.9316228172;0.9314986984;0.7074742268;0.9607332044;0.8341037156
pdfbox;RandomForest;Our;2;EvSm;ROS;0.9181108219;0.8118521845;0.9206032305;0.9181108219;0.7216494845;0.9437484234;0.832698954
pdfbox;DT;Our;2;AF;SMOTE;0.9025660097;0.7895363329;0.9081641506;0.9025660097;0.7351804124;0.9244093164;0.8297948644
pdfbox;RandomForest;Our;2;AF;ADA;0.9317962068;0.8319272566;0.9315745756;0.9317962068;0.6971649485;0.9624148659;0.8297899072
pdfbox;MLP;Our;2;AF;ROS;0.9088136854;0.7975661273;0.9129881197;0.9088136854;0.7255154639;0.9327335407;0.8291245023
pdfbox;MLP;Our;2;AF;SMOTE;0.901227222;0.7867448877;0.9069217042;0.901227222;0.7300257732;0.9235684857;0.8267971294
pdfbox;MLP;Our;2;StEv;ROS;0.9223503161;0.8150403168;0.923398163;0.9223503161;0.6958762887;0.9519044816;0.8238903851
pdfbox;RandomForest;Our;2;Ev;ROS;0.898;0.780;0.904;0.898;0.717;0.922;0.820
pdfbox;MLP;Our;2;StEv;SMOTE;0.9146894756;0.8011228692;0.9167126603;0.9146894756;0.6887886598;0.9441688388;0.8164787493
pdfbox;DT;Our;2;StEv;SMOTE;0.9013015991;0.7822204598;0.9060806551;0.9013015991;0.7010309278;0.9274363071;0.8142336175
pdfbox;DT;Our;2;StEv;ADA;0.8865005578;0.7619619595;0.8943890696;0.8865005578;0.7068298969;0.9099470277;0.8083884623
pdfbox;DT;Our;2;EvSm;SMOTE;0.8953514318;0.7717441128;0.900935874;0.8953514318;0.6907216495;0.9220549903;0.8063883199
pdfbox;DT;Our;2;AF;ADA;0.9019709929;0.7798909215;0.9059700205;0.9019709929;0.681056701;0.93079963;0.8059281655
pdfbox;RandomForest;Our;2;StEv;ROS;0.9308293046;0.8208150263;0.9288034128;0.9308293046;0.6378865979;0.9690574287;0.8034720133
pdfbox;RandomForest;Our;2;AF;ROS;0.9300855337;0.8189975999;0.9280605756;0.9300855337;0.6353092784;0.9685529303;0.8019311043
pdfbox;MLP;Our;2;StEv;ADA;0.9075492748;0.7854884631;0.909944276;0.9075492748;0.6636597938;0.9393761036;0.8015179487
pdfbox;DT;Our;2;Ev;ADA;0.864;0.735;0.877;0.864;0.716;0.884;0.800
pdfbox;DT;Our;2;StEv;ROS;0.9201190033;0.8022005;0.9196646406;0.9201190033;0.6411082474;0.9565290507;0.7988186491
pdfbox;DT;Our;2;AF;ROS;0.9205652659;0.8020657789;0.9198590304;0.9205652659;0.6359536082;0.9577062137;0.796829911
pdfbox;MLP;Our;2;AF;ADA;0.9143919673;0.7926600464;0.9148528045;0.9143919673;0.6417525773;0.9499705709;0.7958615741
pdfbox;DT;Our;2;EvSm;ADA;0.8716995165;0.7399437954;0.8823143192;0.8716995165;0.6926546392;0.8950643236;0.7938594814
pdfbox;DT;Our;2;StEv;NONE;0.9221271848;0.8010888983;0.92043071;0.9221271848;0.6153350515;0.9621626167;0.7887488341
pdfbox;DT;Our;2;AF;NONE;0.9211602826;0.798917064;0.9195044077;0.9211602826;0.612757732;0.961405869;0.7870818005
pdfbox;DT;Our;2;Ev;SMOTE;0.874;0.739;0.884;0.874;0.668;0.901;0.784
pdfbox;RandomForest;Our;2;EvSm;NONE;0.9238378579;0.8010193687;0.9212566116;0.9238378579;0.5985824742;0.9662826873;0.7824325808
pdfbox;MLP;Our;2;St;ROS;0.824;0.691;0.847;0.824;0.725;0.837;0.781
pdfbox;RandomForest;Our;2;Ev;NONE;0.901;0.766;0.903;0.901;0.610;0.939;0.775
pdfbox;MLP;Our;2;StSm;ROS;0.8304202306;0.6922412582;0.8508502884;0.8304202306;0.6945876289;0.8481459682;0.7713667985
pdfbox;MLP;Our;2;StSm;SMOTE;0.849386389;0.7056100746;0.8638466505;0.849386389;0.6520618557;0.875136635;0.7635992453
pdfbox;MLP;Our;2;AF;NONE;0.93120119;0.8042168279;0.9254899429;0.93120119;0.5451030928;0.9815858068;0.7633444498
pdfbox;MLP;Our;2;StSm;ADA;0.81457791;0.675501311;0.8388949841;0.81457791;0.6926546392;0.8304885227;0.7615715809
pdfbox;MLP;Our;2;St;ADA;0.824;0.683;0.846;0.824;0.679;0.843;0.761
pdfbox;RandomForest;Our;2;StSm;ADA;0.8928226106;0.7490936878;0.8951531209;0.8928226106;0.5889175258;0.9324812915;0.7606994086
pdfbox;RandomForest;Our;2;StEv;NONE;0.9311268129;0.8023183905;0.9250501602;0.9311268129;0.5367268041;0.9825948037;0.7596608039
pdfbox;MLP;Our;2;St;SMOTE;0.849;0.703;0.863;0.849;0.641;0.876;0.759
pdfbox;RandomForest;Our;2;AF;NONE;0.9307549275;0.8010452594;0.9246016041;0.9307549275;0.5341494845;0.9825107206;0.7583301026
pdfbox;RandomForest;Our;2;St;SMOTE;0.900;0.756;0.900;0.900;0.570;0.943;0.757
pdfbox;MLP;Our;2;StEv;NONE;0.9314243213;0.8008348353;0.9248750553;0.9314243213;0.5270618557;0.9841923821;0.7556271189
pdfbox;DT;Our;2;EvSm;NONE;0.8998884344;0.7546140287;0.8998322625;0.8998884344;0.5650773196;0.9435802573;0.7543287884
pdfbox;RandomForest;Our;2;StSm;SMOTE;0.895574563;0.7492277075;0.8965719615;0.895574563;0.5702319588;0.9380307744;0.7541313666
pdfbox;RandomForest;Our;2;St;ADA;0.889;0.741;0.892;0.889;0.575;0.930;0.753
pdfbox;MLP;Our;2;EvSm;NONE;0.9256229081;0.7888462578;0.9195557432;0.9256229081;0.5231958763;0.9781384007;0.7506671385
pdfbox;MLP;Our;2;Ev;NONE;0.927;0.787;0.920;0.927;0.506;0.982;0.744
pdfbox;DT;Our;2;EvSm;ROS;0.8953514318;0.7437089409;0.895336769;0.8953514318;0.5463917526;0.9408895989;0.7436406758
pdfbox;LogistRegression;Our;2;AF;ROS;0.7618445519;0.6290187512;0.7997523255;0.7618445519;0.7081185567;0.7688556294;0.738487093
pdfbox;LogistRegression;Our;2;StEv;ROS;0.7515061361;0.6206782098;0.7920170632;0.7515061361;0.7113402062;0.7567476667;0.7340439364
pdfbox;LogistRegression;Our;2;AF;NONE;0.7489029379;0.6189844115;0.7901075145;0.7489029379;0.7145618557;0.7533843437;0.7339730997
pdfbox;LogistRegression;Our;2;AF;SMOTE;0.7601338788;0.6259908314;0.7982676884;0.7601338788;0.6984536082;0.7681829648;0.7333182865
pdfbox;LogistRegression;Our;2;StEv;NONE;0.746597248;0.6172475282;0.7883843569;0.746597248;0.7158505155;0.7506096023;0.7332300589
pdfbox;LogistRegression;Our;2;StEv;SMOTE;0.7660840461;0.6291453298;0.8024725349;0.7660840461;0.6862113402;0.7765071891;0.7313592647
pdfbox;DT;Our;2;St;ADA;0.851;0.691;0.862;0.851;0.572;0.887;0.729
pdfbox;LogistRegression;Our;2;AF;ADA;0.7485310524;0.6165456692;0.7895756956;0.7485310524;0.7010309278;0.7547296729;0.7278803004
pdfbox;LogistRegression;Our;2;StEv;ADA;0.7484566753;0.6162790317;0.789495229;0.7484566753;0.699742268;0.754813756;0.727278012
pdfbox;RandomForest;Our;2;StSm;ROS;0.9010040907;0.7400134749;0.8973673462;0.9010040907;0.4942010309;0.9540906416;0.7241458362
pdfbox;DT;Our;2;Ev;NONE;0.874;0.710;0.878;0.874;0.526;0.919;0.723
pdfbox;RandomForest;Our;2;St;ROS;0.900;0.738;0.896;0.900;0.492;0.953;0.723
pdfbox;LogistRegression;Our;2;EvSm;ADA;0.7451840833;0.6114937161;0.7867811622;0.7451840833;0.6868556701;0.7527957622;0.7198257162
pdfbox;DT;Our;2;St;SMOTE;0.851;0.685;0.861;0.851;0.541;0.892;0.717
pdfbox;DT;Our;2;StSm;NONE;0.8922275939;0.7248792289;0.8899135072;0.8922275939;0.4864690722;0.9451778357;0.7158234539
pdfbox;DT;Our;2;St;NONE;0.888;0.720;0.887;0.888;0.489;0.940;0.715
pdfbox;DT;Our;2;Ev;ROS;0.874;0.705;0.877;0.874;0.506;0.923;0.714
pdfbox;LogistRegression;Our;2;EvSm;ROS;0.7652658981;0.6217910583;0.8009570187;0.7652658981;0.6469072165;0.7807113428;0.7138092797
pdfbox;LogistRegression;Our;2;EvSm;SMOTE;0.7642989959;0.6208484306;0.8002223479;0.7642989959;0.6462628866;0.7797023459;0.7129826163
pdfbox;LogistRegression;Our;2;EvSm;NONE;0.7556712533;0.6130800724;0.7937386611;0.7556712533;0.643685567;0.7702850416;0.7069853043
pdfbox;DT;Our;2;StSm;ROS;0.8818891781;0.7065345626;0.8810118145;0.8818891781;0.4716494845;0.9354241991;0.7035368418
pdfbox;DT;Our;2;St;ROS;0.879;0.700;0.878;0.879;0.463;0.933;0.698
pdfbox;LogistRegression;Our;2;Ev;ADA;0.797;0.634;0.822;0.797;0.557;0.829;0.693
pdfbox;LogistRegression;Our;2;Ev;SMOTE;0.792;0.629;0.818;0.792;0.556;0.823;0.690
pdfbox;DT;Our;2;StSm;ADA;0.7927854221;0.6286246842;0.8185325252;0.7927854221;0.5541237113;0.8239300429;0.6890268771
pdfbox;LogistRegression;Our;2;St;ROS;0.690;0.568;0.744;0.690;0.685;0.690;0.688
pdfbox;LogistRegression;Our;2;StSm;SMOTE;0.6865005578;0.5654582832;0.7418531764;0.6865005578;0.6875;0.6863701337;0.6869350668
pdfbox;LogistRegression;Our;2;StSm;ROS;0.6948307921;0.5701043725;0.7482037795;0.6948307921;0.6765463918;0.6972168502;0.686881621
pdfbox;LogistRegression;Our;2;St;SMOTE;0.686;0.565;0.741;0.686;0.688;0.686;0.687
pdfbox;LogistRegression;Our;2;St;ADA;0.666;0.553;0.726;0.666;0.710;0.660;0.685
pdfbox;LogistRegression;Our;2;Ev;ROS;0.798;0.630;0.822;0.798;0.538;0.832;0.685
pdfbox;LogistRegression;Our;2;StSm;NONE;0.6856080327;0.5641262751;0.7411117436;0.6856080327;0.6829896907;0.6859497183;0.6844697045
pdfbox;LogistRegression;Our;2;Ev;NONE;0.778;0.617;0.808;0.778;0.560;0.806;0.683
pdfbox;LogistRegression;Our;2;St;NONE;0.685;0.563;0.741;0.685;0.679;0.686;0.683
pdfbox;MLP;Our;2;StSm;NONE;0.9177389364;0.7334998698;0.9039280108;0.9177389364;0.3737113402;0.9887328681;0.6812221041
pdfbox;LogistRegression;Our;2;StSm;ADA;0.662328003;0.5501051027;0.7229266979;0.662328003;0.7055412371;0.6566888085;0.6811150228
pdfbox;MLP;Our;2;St;NONE;0.918;0.728;0.903;0.918;0.356;0.992;0.674
pdfbox;RandomForest;Our;2;St;NONE;0.903;0.703;0.890;0.903;0.358;0.974;0.666
pdfbox;RandomForest;Our;2;StSm;NONE;0.9009297136;0.6998099165;0.8887949072;0.9009297136;0.3569587629;0.9719162533;0.6644375081
pdfbox;DT;Our;2;StSm;SMOTE;0.7113425065;0.5649053255;0.7590472343;0.7113425065;0.5682989691;0.7300092491;0.6491541091
wro4j;RandomForest;Our;2;Ev;SMOTE;0.941;0.874;0.945;0.941;0.920;0.943;0.932
wro4j;RandomForest;Our;2;EvSm;ADA;0.9414288779;0.8748191944;0.944974864;0.9414288779;0.9148148148;0.9449162825;0.9298655486
wro4j;RandomForest;Our;2;Ev;ADA;0.939;0.870;0.943;0.939;0.911;0.942;0.927
wro4j;RandomForest;Our;2;EvSm;SMOTE;0.9401416005;0.8712051051;0.9435985333;0.9401416005;0.9;0.9454016016;0.9227008008
wro4j;MLP;Our;2;Ev;ROS;0.898;0.807;0.909;0.898;0.917;0.895;0.906
wro4j;MLP;Our;2;Ev;ADA;0.908;0.820;0.917;0.908;0.896;0.910;0.903
wro4j;RandomForest;Our;2;Ev;ROS;0.943;0.870;0.945;0.943;0.839;0.956;0.898
wro4j;RandomForest;Our;2;EvSm;ROS;0.9409997855;0.8659059627;0.9430020003;0.9409997855;0.8314814815;0.955350643;0.8934160623
wro4j;MLP;Our;2;EvSm;ROS;0.9028105557;0.8097348901;0.9119753681;0.9028105557;0.8777777778;0.9060907547;0.8919342662
wro4j;RandomForest;Our;2;StEv;ADA;0.9459343489;0.8738835432;0.9471205387;0.9459343489;0.8203703704;0.96238777;0.8913790702
wro4j;RandomForest;Our;2;AF;ADA;0.9444325252;0.870282157;0.9456318927;0.9444325252;0.812962963;0.9616597913;0.8873113771
wro4j;MLP;Our;2;EvSm;SMOTE;0.9051705643;0.810435985;0.9133933532;0.9051705643;0.8555555556;0.9116719243;0.8836137399
wro4j;MLP;Our;2;Ev;SMOTE;0.913;0.820;0.919;0.913;0.841;0.922;0.881
wro4j;DT;Our;2;EvSm;ADA;0.9266251877;0.8396224251;0.9303759622;0.9266251877;0.8203703704;0.9405484106;0.8804593905
wro4j;DT;Our;2;Ev;ADA;0.928;0.841;0.931;0.928;0.815;0.942;0.879
wro4j;DT;Our;2;EvSm;SMOTE;0.9319888436;0.8458758077;0.934386365;0.9319888436;0.7962962963;0.9497694734;0.8730328849
wro4j;MLP;Our;2;EvSm;ADA;0.8970178073;0.7965978914;0.9064005537;0.8970178073;0.8388888889;0.9046347974;0.8717618431
wro4j;RandomForest;Our;2;AF;SMOTE;0.9425016091;0.8625330366;0.9430864707;0.9425016091;0.7759259259;0.9643290463;0.8701274861
wro4j;RandomForest;Our;2;StEv;SMOTE;0.9409997855;0.8599276239;0.9417999901;0.9409997855;0.7777777778;0.96238777;0.8700827739
wro4j;DT;Our;2;Ev;SMOTE;0.930;0.840;0.932;0.930;0.785;0.949;0.867
wro4j;DT;Our;2;StEv;ADA;0.9317742974;0.8410934143;0.9333195552;0.9317742974;0.7611111111;0.9541373453;0.8576242282
wro4j;DT;Our;2;StEv;SMOTE;0.9313452049;0.8391212243;0.9327041301;0.9313452049;0.7518518519;0.954865324;0.8533585879
wro4j;MLP;Our;2;AF;ROS;0.9040978331;0.7961234364;0.9101140952;0.9040978331;0.7611111111;0.9228342635;0.8419726873
wro4j;RandomForest;Our;2;AF;ROS;0.9407852392;0.8493768704;0.9395265175;0.9407852392;0.6981481481;0.972579471;0.8353638096
wro4j;RandomForest;Our;2;EvSm;NONE;0.9388543231;0.8410753734;0.9368484639;0.9388543231;0.6666666667;0.9745207474;0.820593707
wro4j;RandomForest;Our;2;StEv;ROS;0.9358506758;0.835846974;0.9342838229;0.9358506758;0.6703703704;0.9706381946;0.8205042825
wro4j;DT;Our;2;AF;SMOTE;0.9206178932;0.8099159762;0.9213648277;0.9206178932;0.6796296296;0.9521960689;0.8159128493
wro4j;DT;Our;2;EvSm;NONE;0.9270542802;0.8193435566;0.9265155769;0.9270542802;0.6685185185;0.9609318127;0.8147251656
wro4j;RandomForest;Our;2;Ev;NONE;0.936;0.833;0.934;0.936;0.650;0.974;0.812
wro4j;MLP;Our;2;StEv;ADA;0.91225059;0.795155993;0.9141445718;0.91225059;0.6740740741;0.9434603252;0.8087671996
wro4j;DT;Our;2;AF;ROS;0.9281270114;0.8173337431;0.9266314549;0.9281270114;0.6444444444;0.9652996845;0.8048720645
wro4j;MLP;Our;2;StEv;ROS;0.9088178502;0.7871425355;0.9107859243;0.9088178502;0.6592592593;0.9415190488;0.800389154
wro4j;MLP;Our;2;AF;ADA;0.9103196739;0.7882376853;0.9117685135;0.9103196739;0.6518518519;0.9441883038;0.7980200778
wro4j;DT;Our;2;EvSm;ROS;0.9212615319;0.8032184259;0.9203132631;0.9212615319;0.6333333333;0.9589905363;0.7961619348
wro4j;MLP;Our;2;StEv;SMOTE;0.9120360438;0.7896960634;0.9129307947;0.9120360438;0.6444444444;0.9471002184;0.7957723314
wro4j;DT;Our;2;Ev;ROS;0.923;0.805;0.921;0.923;0.630;0.961;0.795
wro4j;DT;Our;2;Ev;NONE;0.921;0.801;0.920;0.921;0.628;0.959;0.793
wro4j;DT;Our;2;StEv;ROS;0.9206178932;0.7966932308;0.9186427268;0.9206178932;0.6037037037;0.9621451104;0.7829244071
wro4j;MLP;Our;2;AF;SMOTE;0.9083887578;0.7790716945;0.9089327163;0.9083887578;0.6185185185;0.9463722397;0.7824453791
wro4j;DT;Our;2;AF;ADA;0.915897876;0.7846047203;0.9138052673;0.915897876;0.5833333333;0.9594758554;0.7714045944
wro4j;DT;Our;2;StEv;NONE;0.9229779017;0.7882274489;0.9180126484;0.9229779017;0.5407407407;0.9730647901;0.7569027654
wro4j;MLP;Our;2;EvSm;NONE;0.9193306157;0.7812805452;0.9147823823;0.9193306157;0.5388888889;0.9691822373;0.7540355631
wro4j;LogistRegression;Our;2;StEv;NONE;0.7800901094;0.6460960731;0.813401737;0.7800901094;0.7111111111;0.7891288522;0.7501199817
wro4j;LogistRegression;Our;2;AF;NONE;0.7697918902;0.6383456695;0.8058577393;0.7697918902;0.7203703704;0.7762678961;0.7483191333
wro4j;LogistRegression;Our;2;StEv;ROS;0.7871701352;0.6498344486;0.818316495;0.7871701352;0.6944444444;0.7993205533;0.7468824989
wro4j;LogistRegression;Our;2;AF;ROS;0.7773010084;0.6417597269;0.8110563188;0.7773010084;0.7;0.7874302354;0.7437151177
wro4j;LogistRegression;Our;2;AF;SMOTE;0.775155546;0.6398349799;0.8094474921;0.775155546;0.7;0.7850036399;0.7425018199
